MGI Gene/Marker ID	Symbol	Name	Chr	Qualifier	Annotated Term	Context	Proteoform	Evidence	Inferred From	Reference(s)
MGI:1918943	Colec11	collectin sub-family member 11	12		complement activation, lectin pathway			ISO	Q9BWP8 	J:164563 	
MGI:1918943	Colec11	collectin sub-family member 11	12		innate immune response			IEA	KW-0399 	J:60000 	
MGI:2152907	Colec12	collectin sub-family member 12	18		immune response			IDA		J:72785 	
MGI:2152907	Colec12	collectin sub-family member 12	18		toll-like receptor 3 signaling pathway			ISO	Q5KU26 	J:164563 	
MGI:1345961	Coro1a	coronin, actin binding protein 1A	7		natural killer cell degranulation			ISO	P31146 	J:164563 	
MGI:104726	Cplx2	complexin 2	13		mast cell degranulation			IEA	KW-0467 	J:60000 	
MGI:88513	Cr1l	complement component (3b/4b) receptor 1-like	1		complement activation, classical pathway			IEA	KW-0180 	J:60000 	
MGI:88513	Cr1l	complement component (3b/4b) receptor 1-like	1		innate immune response			IEA	KW-0399 	J:60000 	
MGI:88513	Cr1l	complement component (3b/4b) receptor 1-like	1		negative regulation of complement activation			IMP	MGI:2158683 	J:59432 	
MGI:88513	Cr1l	complement component (3b/4b) receptor 1-like	1		negative regulation of complement activation			ISO	RGD:2399 	J:155856 	
MGI:88513	Cr1l	complement component (3b/4b) receptor 1-like	1		regulation of complement activation			IMP	MGI:2158683 	J:145047 	
MGI:88513	Cr1l	complement component (3b/4b) receptor 1-like	1		regulation of complement activation			ISO	Q2VPA4 	J:218542 	
MGI:88513	Cr1l	complement component (3b/4b) receptor 1-like	1		regulation of complement activation			TAS		J:72683 	
MGI:88489	Cr2	complement receptor 2	1		complement activation, classical pathway			IEA	KW-0180 	J:60000 	
MGI:88489	Cr2	complement receptor 2	1		innate immune response			IEA	KW-0399 	J:60000 	
MGI:2685919	Cracr2a	calcium release activated channel regulator 2A	6		adaptive immune response			IEA	KW-1064 	J:60000 	
MGI:1100818	Crcp	calcitonin gene-related peptide-receptor component protein	5		innate immune response			IEA	KW-0399 	J:60000 	
MGI:88498	Crhr1	corticotropin releasing hormone receptor 1	11		positive regulation of mast cell degranulation			ISO	RGD:61276 	J:155856 	
MGI:88508	Crk	v-crk avian sarcoma virus CT10 oncogene homolog	11		negative regulation of natural killer cell mediated cytotoxicity			ISO	RGD:2405 	J:155856 	
MGI:104686	Crkl	v-crk avian sarcoma virus CT10 oncogene homolog-like	16		T cell receptor signaling pathway			IDA		J:137330 	
MGI:1889506	Crlf2	cytokine receptor-like factor 2	5		immunoglobulin secretion involved in immune response	happens in lung		IDA		J:110190 	
MGI:1889506	Crlf2	cytokine receptor-like factor 2	5		T-helper 2 cell cytokine production	happens in lung		IDA		J:110190 	
MGI:88512	Crp	C-reactive protein, pentraxin-related	1		complement activation, classical pathway			IBA	PTN000444388 	J:265628 	
MGI:88512	Crp	C-reactive protein, pentraxin-related	1		complement activation, classical pathway			ISO	RGD:2411 	J:155856 	
MGI:88512	Crp	C-reactive protein, pentraxin-related	1		innate immune response			IBA	PTN000444388 	J:265628 	
MGI:1859822	Crtam	cytotoxic and regulatory T cell molecule	9		adaptive immune response			IEA	KW-1064 	J:60000 	
MGI:1859822	Crtam	cytotoxic and regulatory T cell molecule	9		positive regulation of natural killer cell mediated cytotoxicity			IDA		J:114711 	
MGI:1859822	Crtam	cytotoxic and regulatory T cell molecule	9		positive regulation of natural killer cell mediated cytotoxicity			ISO	O95727 	J:164563 	
MGI:1859822	Crtam	cytotoxic and regulatory T cell molecule	9		positive regulation of natural killer cell mediated cytotoxicity			ISS	O95727 	J:114711 	
MGI:1859822	Crtam	cytotoxic and regulatory T cell molecule	9		positive regulation of natural killer cell mediated cytotoxicity directed against tumor cell target			IDA		J:114711 	
MGI:1859822	Crtam	cytotoxic and regulatory T cell molecule	9		positive regulation of natural killer cell mediated cytotoxicity directed against tumor cell target			ISO	O95727 	J:164563 	
MGI:1859822	Crtam	cytotoxic and regulatory T cell molecule	9		positive regulation of natural killer cell mediated cytotoxicity directed against tumor cell target			ISS	O95727 	J:114711 	
MGI:1339753	Csf1	colony stimulating factor 1 (macrophage)	3		innate immune response			IEA	KW-0399 	J:60000 	
MGI:1339758	Csf1r	colony stimulating factor 1 receptor	18		innate immune response			IEA	KW-0399 	J:60000 	
MGI:1339752	Csf2	colony stimulating factor 2 (granulocyte-macrophage)	11		immune response			IEA	IPR000773 	J:72247 	
MGI:1339751	Csf3	colony stimulating factor 3 (granulocyte)	11		immune response			IEA	IPR030474 	J:72247 	
MGI:88537	Csk	c-src tyrosine kinase	9		adaptive immune response			IEA	KW-1064 	J:60000 	
MGI:88537	Csk	c-src tyrosine kinase	9		regulation of Fc receptor mediated stimulatory signaling pathway			IBA	PTN000700674 	J:265628 	
MGI:88537	Csk	c-src tyrosine kinase	9		regulation of Fc receptor mediated stimulatory signaling pathway			ISO	RGD:1308800 	J:155856 	
MGI:1340053	Cst9	cystatin 9	2		antimicrobial humoral response			IDA		J:227462 	
MGI:88556	Ctla4	cytotoxic T-lymphocyte-associated protein 4	1		adaptive immune response			IEA	KW-1064 	J:60000 	
MGI:88556	Ctla4	cytotoxic T-lymphocyte-associated protein 4	1		B cell receptor signaling pathway			IBA	PTN000160996 	J:265628 	
MGI:88556	Ctla4	cytotoxic T-lymphocyte-associated protein 4	1		B cell receptor signaling pathway			ISO	P16410 	J:164563 	
MGI:88556	Ctla4	cytotoxic T-lymphocyte-associated protein 4	1		immune response			IEA	IPR008096 	J:72247 	
MGI:88556	Ctla4	cytotoxic T-lymphocyte-associated protein 4	1		negative regulation of immune response			ISO	RGD:61975 	J:155856 	
MGI:88556	Ctla4	cytotoxic T-lymphocyte-associated protein 4	1		T cell receptor signaling pathway			IBA	PTN002608477 	J:265628 	
MGI:109553	Ctsc	cathepsin C	7		T cell mediated cytotoxicity			IGI	P49935 	J:165930 	
MGI:88563	Ctsg	cathepsin G	14		antibacterial humoral response			ISO	P08311 	J:164563 	
MGI:88563	Ctsg	cathepsin G	14		positive regulation of immune response	regulates a function/process that has the participant metanephros		IGI	MGI:2679229 	J:77597 	
MGI:88563	Ctsg	cathepsin G	14		positive regulation of immune response	regulates a function/process that has the participant metanephros		IMP	MGI:2182170 	J:77597 	
MGI:107285	Ctsh	cathepsin H	9		immune response-regulating signaling pathway			ISO	P09668 	J:164563 	
MGI:107285	Ctsh	cathepsin H	9		T cell mediated cytotoxicity			IGI	P97821 	J:165930 	
MGI:1914366	Cuedc2	CUE domain containing 2	19		negative regulation of macrophage cytokine production			IMP	MGI:5635142 	J:211782 	
MGI:1914366	Cuedc2	CUE domain containing 2	19		negative regulation of macrophage cytokine production			ISO	Q9H467 	J:73065 	
MGI:1097153	Cx3cl1	chemokine (C-X3-C motif) ligand 1	8		cellular response to interferon-gamma			IBA	PTN000245709 	J:265628 	
MGI:1097153	Cx3cl1	chemokine (C-X3-C motif) ligand 1	8		immune response			IEA	IPR001811 IPR008097 IPR036048 	J:72247 	
MGI:1333815	Cx3cr1	chemokine (C-X3-C motif) receptor 1	9		immune response			IBA	PTN001628461 	J:265628 	
MGI:1333815	Cx3cr1	chemokine (C-X3-C motif) receptor 1	9		innate immune response	happens in microglial cell		IC	GO:0071222 	J:262355 	
MGI:1333815	Cx3cr1	chemokine (C-X3-C motif) receptor 1	9		microglial cell activation involved in immune response		PR:Q9Z0D9-1	IMP	MGI:2670351 	J:110266 	
MGI:108068	Cxcl1	chemokine (C-X-C motif) ligand 1	5		antimicrobial humoral immune response mediated by antimicrobial peptide			IBA	PTN000021269 	J:265628 	
MGI:108068	Cxcl1	chemokine (C-X-C motif) ligand 1	5		antimicrobial humoral immune response mediated by antimicrobial peptide			ISO	P19875 	J:164563 	
MGI:108068	Cxcl1	chemokine (C-X-C motif) ligand 1	5		immune response			IBA	PTN000021269 	J:265628 	
MGI:1340094	Cxcl2	chemokine (C-X-C motif) ligand 2	5		antimicrobial humoral immune response mediated by antimicrobial peptide			IBA	PTN000021269 	J:265628 	
MGI:1340094	Cxcl2	chemokine (C-X-C motif) ligand 2	5		antimicrobial humoral immune response mediated by antimicrobial peptide			ISO	P19876 	J:164563 	
MGI:1340094	Cxcl2	chemokine (C-X-C motif) ligand 2	5		immune response			IBA	PTN000021269 	J:265628 	
MGI:3037818	Cxcl3	chemokine (C-X-C motif) ligand 3	5		antimicrobial humoral immune response mediated by antimicrobial peptide			IBA	PTN000021269 	J:265628 	
MGI:3037818	Cxcl3	chemokine (C-X-C motif) ligand 3	5		immune response			IBA	PTN000021269 	J:265628 	
MGI:1096868	Cxcl5	chemokine (C-X-C motif) ligand 5	5		antimicrobial humoral immune response mediated by antimicrobial peptide			IBA	PTN000021269 	J:265628 	
MGI:1096868	Cxcl5	chemokine (C-X-C motif) ligand 5	5		antimicrobial humoral immune response mediated by antimicrobial peptide			ISO	P80162 	J:164563 	
MGI:1096868	Cxcl5	chemokine (C-X-C motif) ligand 5	5		immune response			IBA	PTN000021269 	J:265628 	
MGI:1352449	Cxcl9	chemokine (C-X-C motif) ligand 9	5		antimicrobial humoral immune response mediated by antimicrobial peptide			IBA	PTN000021269 	J:265628 	
MGI:1352449	Cxcl9	chemokine (C-X-C motif) ligand 9	5		immune response			IBA	PTN000021269 	J:265628 	
MGI:1352450	Cxcl10	chemokine (C-X-C motif) ligand 10	5		antimicrobial humoral immune response mediated by antimicrobial peptide			IBA	PTN000021269 	J:265628 	
MGI:1352450	Cxcl10	chemokine (C-X-C motif) ligand 10	5		antimicrobial humoral immune response mediated by antimicrobial peptide			ISO	P02778 	J:164563 	
MGI:1352450	Cxcl10	chemokine (C-X-C motif) ligand 10	5		immune response			IBA	PTN000021269 	J:265628 	
MGI:1352450	Cxcl10	chemokine (C-X-C motif) ligand 10	5		immune response			ISO	RGD:620209 	J:155856 	
MGI:103556	Cxcl12	chemokine (C-X-C motif) ligand 12	6		antimicrobial humoral immune response mediated by antimicrobial peptide			ISO	P48061 	J:164563 	
MGI:103556	Cxcl12	chemokine (C-X-C motif) ligand 12	6		immune response			IEA	IPR001811 IPR036048 	J:72247 	
MGI:1888499	Cxcl13	chemokine (C-X-C motif) ligand 13	5		antimicrobial humoral immune response mediated by antimicrobial peptide			IBA	PTN000021269 	J:265628 	
MGI:1888499	Cxcl13	chemokine (C-X-C motif) ligand 13	5		antimicrobial humoral immune response mediated by antimicrobial peptide			ISO	O43927 	J:164563 	
MGI:1888499	Cxcl13	chemokine (C-X-C motif) ligand 13	5		immune response			IBA	PTN000021269 	J:265628 	
MGI:1888514	Cxcl14	chemokine (C-X-C motif) ligand 14	13		antimicrobial humoral immune response mediated by antimicrobial peptide			IDA		J:142889 	
MGI:1888514	Cxcl14	chemokine (C-X-C motif) ligand 14	13		antimicrobial humoral immune response mediated by antimicrobial peptide			ISO	O95715 	J:164563 	
MGI:1888514	Cxcl14	chemokine (C-X-C motif) ligand 14	13		immune response			IEA	IPR001811 IPR036048 IPR039088 	J:72247 	
MGI:1339941	Cxcl15	chemokine (C-X-C motif) ligand 15	5		antimicrobial humoral immune response mediated by antimicrobial peptide			IBA	PTN000021269 	J:265628 	
MGI:1339941	Cxcl15	chemokine (C-X-C motif) ligand 15	5		immune response			IBA	PTN000021269 	J:265628 	
MGI:1932682	Cxcl16	chemokine (C-X-C motif) ligand 16	11		response to interferon-gamma			ISO	Q9H2A7 	J:164563 	
MGI:2448715	Cxcr1	chemokine (C-X-C motif) receptor 1	1		immune response			IBA	PTN001628461 	J:265628 	
MGI:105303	Cxcr2	chemokine (C-X-C motif) receptor 2	1		acute inflammatory response to antigenic stimulus			ISO	RGD:2906 	J:155856 	
MGI:105303	Cxcr2	chemokine (C-X-C motif) receptor 2	1		immune response			IBA	PTN001628461 	J:265628 	
MGI:1277207	Cxcr3	chemokine (C-X-C motif) receptor 3	X		immune response			IBA	PTN001628461 	J:265628 	
MGI:109563	Cxcr4	chemokine (C-X-C motif) receptor 4	1		immune response			IBA	PTN001628461 	J:265628 	
MGI:103567	Cxcr5	chemokine (C-X-C motif) receptor 5	9		immune response			IBA	PTN001628461 	J:265628 	
MGI:1934582	Cxcr6	chemokine (C-X-C motif) receptor 6	9		immune response			IBA	PTN001628461 	J:265628 	
MGI:1316658	Cyba	cytochrome b-245, alpha polypeptide	8		innate immune response			IMP		J:241355 	
MGI:1316658	Cyba	cytochrome b-245, alpha polypeptide	8		innate immune response			ISO	P13498 	J:164563 	
MGI:1316658	Cyba	cytochrome b-245, alpha polypeptide	8		positive regulation of toll-like receptor 2 signaling pathway			ISO	P13498 	J:164563 	
MGI:88574	Cybb	cytochrome b-245, beta polypeptide	X		innate immune response			IMP		J:241355 	
MGI:88574	Cybb	cytochrome b-245, beta polypeptide	X		innate immune response			ISO	P04839 	J:164563 	
MGI:2384959	Cybc1	cytochrome b 245 chaperone 1	11		innate immune response			IMP		J:241355 	
MGI:1921506	Cyld	CYLD lysine 63 deubiquitinase	8		innate immune response			ISO	Q9NQC7 	J:164563 	
MGI:1921506	Cyld	CYLD lysine 63 deubiquitinase	8		positive regulation of T cell receptor signaling pathway			IMP	MGI:3664438 	J:112392 	
MGI:1921506	Cyld	CYLD lysine 63 deubiquitinase	8		regulation of T cell receptor signaling pathway			ISO	Q9NQC7 	J:230444 	
MGI:1098274	Cyp27b1	cytochrome P450, family 27, subfamily b, polypeptide 1	10		response to interferon-gamma			ISO	O15528 	J:164563 	
MGI:1926218	Cysltr1	cysteinyl leukotriene receptor 1	X		inflammatory response to antigenic stimulus			IMP	MGI:2182326 	J:162477 	
MGI:107893	D6Wsu163e	DNA segment, Chr 6, Wayne State University 163, expressed	6		regulation of mast cell degranulation			ISO	RGD:1311164 	J:155856 	
MGI:1916851	Dab2ip	disabled 2 interacting protein	2		innate immune response			IEA	KW-0399 	J:60000 	
MGI:1916851	Dab2ip	disabled 2 interacting protein	2		negative regulation of toll-like receptor 4 signaling pathway			ISO	Q5VWQ8 	J:164563 	
MGI:1916885	Dapk1	death associated protein kinase 1	13		cellular response to interferon-gamma			IMP		J:192858 	
MGI:1916885	Dapk1	death associated protein kinase 1	13		cellular response to interferon-gamma			ISO	P53355 	J:164563 	
MGI:1203520	Dapk3	death-associated protein kinase 3	10		cellular response to interferon-gamma			IMP		J:192858 	
MGI:1203520	Dapk3	death-associated protein kinase 3	10		cellular response to interferon-gamma			ISO	O43293 	J:164563 	
MGI:700006	Dbnl	drebrin-like	11		adaptive immune response			IEA	KW-1064 	J:60000 	
MGI:2441769	Dclre1c	DNA cross-link repair 1C	2		adaptive immune response			IEA	KW-1064 	J:60000 	
MGI:1925022	Dcst1	DC-STAMP domain containing 1	3		innate immune response			IEA	KW-0399 	J:60000 	
MGI:1925022	Dcst1	DC-STAMP domain containing 1	3		negative regulation of type I interferon-mediated signaling pathway			ISO	Q5T197 	J:164563 	
MGI:2144727	Ddx1	DEAD (Asp-Glu-Ala-Asp) box polypeptide 1	12		innate immune response			IEA	KW-0399 	J:60000 	
MGI:2144727	Ddx1	DEAD (Asp-Glu-Ala-Asp) box polypeptide 1	12		positive regulation of myeloid dendritic cell cytokine production			IMP		J:173994 	
MGI:103064	Ddx3x	DEAD/H (Asp-Glu-Ala-Asp/His) box polypeptide 3, X-linked	X		innate immune response			ISO	O00571 	J:164563 	
MGI:1860494	Ddx21	DEAD (Asp-Glu-Ala-Asp) box polypeptide 21	10		innate immune response			IEA	KW-0399 	J:60000 	
MGI:1860494	Ddx21	DEAD (Asp-Glu-Ala-Asp) box polypeptide 21	10		positive regulation of myeloid dendritic cell cytokine production			IMP		J:173994 	
MGI:2442858	Ddx58	DEAD (Asp-Glu-Ala-Asp) box polypeptide 58	4		innate immune response			IMP		J:183219 	
MGI:2442858	Ddx58	DEAD (Asp-Glu-Ala-Asp) box polypeptide 58	4		innate immune response			ISO	O95786 	J:164563 	
MGI:2442858	Ddx58	DEAD (Asp-Glu-Ala-Asp) box polypeptide 58	4		positive regulation of myeloid dendritic cell cytokine production			IMP		J:173994 	
MGI:2442858	Ddx58	DEAD (Asp-Glu-Ala-Asp) box polypeptide 58	4		RIG-I signaling pathway			ISO	O95786 	J:164563 	
MGI:2384570	Ddx60	DEAD (Asp-Glu-Ala-Asp) box polypeptide 60	8		positive regulation of MDA-5 signaling pathway			ISO	Q8IY21 	J:164563 	
MGI:2384570	Ddx60	DEAD (Asp-Glu-Ala-Asp) box polypeptide 60	8		positive regulation of RIG-I signaling pathway			ISO	Q8IY21 	J:164563 	
MGI:94880	Defa1	defensin, alpha 1	8		antibacterial humoral response			IBA	PTN002275316 	J:265628 	
MGI:94880	Defa1	defensin, alpha 1	8		antimicrobial humoral immune response mediated by antimicrobial peptide			IBA	PTN002275316 	J:265628 	
MGI:94880	Defa1	defensin, alpha 1	8		innate immune response in mucosa			IBA	PTN002275316 	J:265628 	
MGI:94882	Defa2	defensin, alpha, 2	8		antibacterial humoral response			IBA	PTN002275316 	J:265628 	
MGI:94882	Defa2	defensin, alpha, 2	8		antimicrobial humoral immune response mediated by antimicrobial peptide			IBA	PTN002275316 	J:265628 	
MGI:94882	Defa2	defensin, alpha, 2	8		innate immune response in mucosa			IBA	PTN002275316 	J:265628 	
MGI:94883	Defa3	defensin, alpha, 3	8		antibacterial humoral response			IBA	PTN002275316 	J:265628 	
MGI:94883	Defa3	defensin, alpha, 3	8		antimicrobial humoral immune response mediated by antimicrobial peptide			IBA	PTN002275316 	J:265628 	
MGI:94883	Defa3	defensin, alpha, 3	8		innate immune response in mucosa			IBA	PTN002275316 	J:265628 	
MGI:99584	Defa4	defensin, alpha, 4	8		antibacterial humoral response			IBA	PTN002275316 	J:265628 	
MGI:99584	Defa4	defensin, alpha, 4	8		antibacterial humoral response			IDA		J:167061 	
MGI:99584	Defa4	defensin, alpha, 4	8		antimicrobial humoral immune response mediated by antimicrobial peptide			IBA	PTN002275316 	J:265628 	
